term 	 tf-idf weight 	 BM25 ranking 
 law 	 113.51710195429294 1.7858173186134205 
purposes 	 4614.317616475776 0.7465206517494369 
calculating 	 7672.249650100567 0.7465206517494369 
spell 	 10052.499290241765 0.7465206517494369 
policy's 	 11369.478933305663 0.7465206517494369 
finally 	 5107.388887897437 0.7465206517494369 
requires 	 2422.451622391942 1.0872237953483868 
expensive 	 6355.270007036671 0.7465206517494369 
ensuring 	 8311.546899680872 0.7465206517494369 
cost 	 3862.1158680009503 0.7465206517494369 
wipe 	 10052.499290241765 0.7465206517494369 
fortune 	 9282.115584836254 0.7465206517494369 
ineligible 	 9282.115584836254 0.7465206517494369 
assistance 	 4614.317616475776 0.7465206517494369 
exceptions 	 6648.156298708462 0.7465206517494369 
owning 	 8311.546899680872 0.7465206517494369 
operate 	 5775.044872889425 0.7465206517494369 
supervision 	 3497.2836283084876 1.0872237953483868 
supervised 	 3982.5679708861785 1.0872237953483868 
administered 	 7418.540004113974 0.7465206517494369 
summary 	 1299.6700770431476 1.2822991546106308 
type 	 4669.393936534955 0.7465206517494369 
duty 	 5107.388887897437 0.7465206517494369 
possession 	 6813.477914988758 0.7465206517494369 
file 	 2665.5883278222827 1.0872237953483868 
clerk 	 7965.135941772357 0.7465206517494369 
days 	 4014.1970125806693 0.7465206517494369 
oversees 	 9282.115584836254 0.7465206517494369 
settling 	 8735.519647177869 0.7465206517494369 
leave 	 2938.8862966514744 1.0872237953483868 
determines 	 3497.2836283084876 1.0872237953483868 
invalid 	 9282.115584836254 0.7465206517494369 
applies 	 2938.8862966514744 1.0872237953483868 
earlier 	 4614.317616475776 0.7465206517494369 
heirs 	 8735.519647177869 0.7465206517494369 
legatees 	 11369.478933305663 0.7465206517494369 
rights 	 875.2741852772125 1.0872237953483868 
claimants 	 10052.499290241765 0.7465206517494369 
directs 	 7965.135941772357 0.7465206517494369 
payments 	 5253.61486605608 0.7465206517494369 
distributes 	 9282.115584836254 0.7465206517494369 
single 	 4095.060279976381 0.7465206517494369 
hearing 	 5496.498271924862 0.7465206517494369 
permits 	 7965.135941772357 0.7465206517494369 
administer 	 9282.115584836254 0.7465206517494369 
filings 	 10052.499290241765 0.7465206517494369 
disputes 	 6496.075154128742 0.7465206517494369 
arise 	 7194.752236366845 0.7465206517494369 
parties 	 4179.518628860966 0.7465206517494369 
requested 	 6813.477914988758 0.7465206517494369 
intervene 	 8735.519647177869 0.7465206517494369 
involved 	 1779.4092956881852 1.0872237953483868 
increases 	 5775.044872889425 0.7465206517494369 
privacy 	 6224.183551211462 0.7465206517494369 
inventory 	 3982.5679708861785 1.0872237953483868 
accounting 	 5677.587613553079 0.7465206517494369 
filed 	 5986.3735795988505 0.7465206517494369 
reduces 	 7672.249650100567 0.7465206517494369 
objects 	 7418.540004113974 0.7465206517494369 
supervise 	 8311.546899680872 0.7465206517494369 
periodic 	 7965.135941772357 0.7465206517494369 
accountings 	 11369.478933305663 0.7465206517494369 
obtain 	 5107.388887897437 0.7465206517494369 
approval 	 6224.183551211462 0.7465206517494369 
perform 	 5677.587613553079 0.7465206517494369 
leasing 	 8735.519647177869 0.7465206517494369 
considerably 	 10052.499290241765 0.7465206517494369 
reduce 	 4784.580717986181 0.7465206517494369 
residents 	 5677.587613553079 0.7465206517494369 
unlimited 	 7194.752236366845 0.7465206517494369 
lose 	 7194.752236366845 0.7465206517494369 
option 	 5107.388887897437 0.7465206517494369 
giving 	 4408.711805659334 0.7465206517494369 
government's 	 5253.61486605608 0.7465206517494369 
scheme 	 8311.546899680872 0.7465206517494369 
paying 	 6496.075154128742 0.7465206517494369 
unnecessary 	 8735.519647177869 0.7465206517494369 
pays 	 7194.752236366845 0.7465206517494369 
recipients 	 6994.567256616975 0.7465206517494369 
bar 	 1218.2124044224886 1.2822991546106308 
association 	 1229.2271748066723 1.2822991546106308 
south 	 1690.281478231413 1.0872237953483868 
street 	 2027.0992450282752 1.0872237953483868 
springfield 	 5877.772593302949 0.7465206517494369 
phone 	 1437.8973355224925 1.2822991546106308 
contact 	 3067.528013618321 0.7465206517494369 
isba 	 9282.115584836254 0.7465206517494369 
booklet 	 9282.115584836254 0.7465206517494369 
chicago 	 1575.3715221731165 1.2822991546106308 
plymouth 	 8311.546899680872 0.7465206517494369 
provides 	 3380.562956462826 0.7465206517494369 
pamphlet 	 6994.567256616975 0.7465206517494369 
senior 	 2553.6944439487183 1.0872237953483868 
citizens 	 2392.2903589930906 1.0872237953483868 
program 	 2241.8389483124743 0.7465206517494369 
national 	 2165.523469034338 0.7465206517494369 
center 	 2950.927015503366 0.7465206517494369 
washington 	 4014.1970125806693 0.7465206517494369 
logo 	 4726.114566519349 0.7465206517494369 
llalogo 	 5677.587613553079 0.7465206517494369 
home 	 848.5438259704424 0.7465206517494369 
page 	 932.6621909586197 0.7465206517494369 
index 	 826.2343720047443 0.7465206517494369 
contents 	 4669.393936534955 0.7465206517494369 
copyright 	 1481.8662278597503 0.7465206517494369 
weblocator 	 2838.7938067765394 1.0872237953483868 
http 	 833.6417887944931 0.7465206517494369 
www 	 826.2343720047443 0.7465206517494369 
com 	 917.0883332706803 0.7465206517494369 
american 	 2106.604019223474 0.7465206517494369 
research 	 2180.5433100978535 0.7465206517494369 
corporation 	 4223.198713487893 0.7465206517494369 
credits 	 5038.290363972775 0.7465206517494369 
reserved 	 2106.604019223474 0.7465206517494369 
