term 	 tf-idf weight 	 BM25 ranking 
 law 	 97.82567097123302 1.8126503444757553 
forms 	 1551.9898682555554 1.137689090403352 
sexist 	 13613.200354627403 0.6109018019175759 
comments 	 970.7980603809885 1.137689090403352 
coworker's 	 15396.668050208142 0.6109018019175759 
appearance 	 9226.883513297935 0.6109018019175759 
dress 	 10389.84123668882 0.6109018019175759 
code 	 5779.6441223650345 0.6109018019175759 
provokes 	 15396.668050208142 0.6109018019175759 
sexually 	 10389.84123668882 0.6109018019175759 
explicit 	 6284.969315732547 0.935924593516155 
unwanted 	 4189.979543821698 1.137689090403352 
contact 	 415.4078725810495 1.6294807501422346 
touching 	 6284.969315732547 0.935924593516155 
suggestions 	 7329.041432622438 0.6109018019175759 
pressure 	 6479.329572304444 0.6109018019175759 
jokes 	 6806.600177313701 0.935924593516155 
embarrass 	 15396.668050208142 0.6109018019175759 
coworker 	 13613.200354627403 0.6109018019175759 
pornographic 	 13613.200354627403 0.6109018019175759 
pictures 	 8262.797267885184 0.6109018019175759 
displayed 	 10389.84123668882 0.6109018019175759 
participation 	 7013.585657878868 0.6109018019175759 
activities 	 1538.895466324716 1.137689090403352 
required 	 1777.0109524138402 1.137689090403352 
keep 	 3018.579430616075 0.935924593516155 
promoted 	 10389.84123668882 0.6109018019175759 
qualify 	 9003.003240303617 0.6109018019175759 
harder 	 13613.200354627403 0.6109018019175759 
creating 	 6822.905845527342 0.6109018019175759 
hostile 	 10389.84123668882 0.6109018019175759 
unwelcome 	 13613.200354627403 0.6109018019175759 
undesirable 	 13613.200354627403 0.6109018019175759 
offensive 	 2696.617733971089 1.27513437583935 
considered 	 5331.032857241521 0.6109018019175759 
standard 	 2745.11913550408 0.935924593516155 
determine 	 2985.1619673582804 0.935924593516155 
determining 	 7329.041432622438 0.6109018019175759 
kind 	 6561.018973067859 0.6109018019175759 
depend 	 11255.5843015152 0.6109018019175759 
descriptions 	 10389.84123668882 0.6109018019175759 
single 	 2772.7868685208496 0.935924593516155 
occasional 	 13613.200354627403 0.6109018019175759 
joke 	 6806.600177313701 0.935924593516155 
comment 	 4736.058302967231 0.935924593516155 
offers 	 5331.032857241521 0.6109018019175759 
advancement 	 10389.84123668882 0.6109018019175759 
return 	 1301.9621536366321 1.137689090403352 
favors 	 11255.5843015152 0.6109018019175759 
else's 	 12569.938631465095 0.6109018019175759 
body 	 5490.23827100816 0.6109018019175759 
tells 	 8797.053353459607 0.6109018019175759 
lewd 	 15396.668050208142 0.6109018019175759 
obscene 	 13613.200354627403 0.6109018019175759 
uncomfortable 	 6806.600177313701 0.935924593516155 
guilty 	 8428.854882772153 0.6109018019175759 
told 	 6248.757487995879 0.6109018019175759 
weakened 	 13613.200354627403 0.6109018019175759 
claiming 	 9226.883513297935 0.6109018019175759 
telling 	 8797.053353459607 0.6109018019175759 
victims 	 3664.520716311219 0.935924593516155 
remedy 	 10046.264963465923 0.6109018019175759 
criminal 	 2107.7808067902524 1.137689090403352 
remedies 	 9472.116605934461 0.6109018019175759 
serious 	 2065.699316971296 1.27513437583935 
harasser's 	 15396.668050208142 0.6109018019175759 
crosses 	 12569.938631465095 0.6109018019175759 
line 	 4186.856239135821 0.6109018019175759 
assault 	 8428.854882772153 0.6109018019175759 
battery 	 9743.20921272205 0.6109018019175759 
rape 	 8797.053353459607 0.6109018019175759 
charges 	 6561.018973067859 0.6109018019175759 
perpetrator 	 11829.732659046662 0.6109018019175759 
crimes 	 6479.329572304444 0.6109018019175759 
searching 	 15396.668050208142 0.6109018019175759 
pregnant 	 1894.4233211868925 1.3747880345118528 
woman 	 1422.9001105644522 1.3747880345118528 
accrued 	 5132.222683402713 1.137689090403352 
seniority 	 11829.732659046662 0.6109018019175759 
maternity 	 13613.200354627403 0.6109018019175759 
baby 	 10786.470935884356 0.6109018019175759 
abortion 	 10046.264963465923 0.6109018019175759 
treat 	 9743.20921272205 0.6109018019175759 
short 	 2542.8998823024963 0.935924593516155 
periods 	 3844.324455176861 0.935924593516155 
allows 	 2562.8829701179075 1.137689090403352 
broken 	 8797.053353459607 0.6109018019175759 
leg 	 9226.883513297935 0.6109018019175759 
term 	 5039.438149946602 0.6109018019175759 
illness 	 8106.810115951496 0.6109018019175759 
allow 	 6248.757487995879 0.6109018019175759 
minimum 	 1364.5811691054682 1.3747880345118528 
adult 	 8262.797267885184 0.6109018019175759 
earn 	 11255.5843015152 0.6109018019175759 
tips 	 4736.058302967231 0.935924593516155 
share 	 6323.342420370758 0.6109018019175759 
managers 	 8606.373541108082 0.6109018019175759 
voluntarily 	 11255.5843015152 0.6109018019175759 
hourly 	 13613.200354627403 0.6109018019175759 
half 	 6561.018973067859 0.6109018019175759 
times 	 4186.856239135821 0.6109018019175759 
regular 	 7820.62655681289 0.6109018019175759 
rate 	 5545.573737041699 0.6109018019175759 
salaried 	 12569.938631465095 0.6109018019175759 
exempt 	 5393.235467942178 0.935924593516155 
standards 	 1848.5245790138995 1.137689090403352 
overtime 	 7698.334025104071 0.935924593516155 
executive 	 6176.27382156057 0.6109018019175759 
professional 	 5181.106956638532 0.6109018019175759 
fee 	 8262.797267885184 0.6109018019175759 
supervise 	 11255.5843015152 0.6109018019175759 
manage 	 9226.883513297935 0.6109018019175759 
office 	 1406.6855665928706 1.137689090403352 
operation 	 6105.776260974551 0.6109018019175759 
skilled 	 9226.883513297935 0.6109018019175759 
artistic 	 10046.264963465923 0.6109018019175759 
performer 	 10786.470935884356 0.6109018019175759 
teacher 	 8262.797267885184 0.6109018019175759 
profession 	 7219.535544722878 0.6109018019175759 
advanced 	 6479.329572304444 0.6109018019175759 
knowledge 	 5602.125464029108 0.6109018019175759 
engineering 	 7219.535544722878 0.6109018019175759 
regulate 	 9003.003240303617 0.6109018019175759 
child 	 1120.4250928058218 1.3747880345118528 
children 	 4861.919491610675 0.6109018019175759 
families 	 7688.648910353722 0.6109018019175759 
live 	 6561.018973067859 0.6109018019175759 
farms 	 11255.5843015152 0.6109018019175759 
students 	 6400.154094554887 0.6109018019175759 
school 	 2388.77563874356 0.935924593516155 
vacations 	 12569.938631465095 0.6109018019175759 
certificates 	 11255.5843015152 0.6109018019175759 
compel 	 15396.668050208142 0.6109018019175759 
alcohol 	 1721.2747082216163 1.3747880345118528 
passing 	 8606.373541108082 0.6109018019175759 
test 	 2082.9191626652932 1.137689090403352 
requirement 	 3458.2398969895007 0.935924593516155 
seeks 	 8797.053353459607 0.6109018019175759 
prohibit 	 9743.20921272205 0.6109018019175759 
individual 	 2161.154282696906 0.935924593516155 
undergone 	 15396.668050208142 0.6109018019175759 
tested 	 8797.053353459607 0.6109018019175759 
subsequently 	 8428.854882772153 0.6109018019175759 
ensure 	 6916.479793979001 0.6109018019175759 
remains 	 7688.648910353722 0.6109018019175759 
rehabilitated 	 15396.668050208142 0.6109018019175759 
safety 	 5841.647122577958 0.6109018019175759 
sensitive 	 7959.7415171413095 0.6109018019175759 
governs 	 13613.200354627403 0.6109018019175759 
defense 	 5331.032857241521 0.6109018019175759 
nuclear 	 6400.154094554887 0.6109018019175759 
transportation 	 6645.387187191414 0.6109018019175759 
industries 	 8262.797267885184 0.6109018019175759 
qualified 	 2435.8023031805124 1.27513437583935 
fmla 	 3079.3336100416286 1.3747880345118528 
unpaid 	 4189.979543821698 1.137689090403352 
attend 	 8797.053353459607 0.6109018019175759 
matters 	 8797.053353459607 0.6109018019175759 
health 	 824.3427038384488 1.3747880345118528 
emergencies 	 10786.470935884356 0.6109018019175759 
following 	 3790.226539940286 0.6109018019175759 
birth 	 7443.415817717195 0.6109018019175759 
adoption 	 9472.116605934461 0.6109018019175759 
acquiring 	 11255.5843015152 0.6109018019175759 
foster 	 9472.116605934461 0.6109018019175759 
care 	 2542.8998823024963 0.935924593516155 
immediate 	 7563.1118179457735 0.6109018019175759 
equally 	 9003.003240303617 0.6109018019175759 
months 	 2801.062732014554 0.935924593516155 
immediately 	 7013.585657878868 0.6109018019175759 
prior 	 6037.15886123215 0.6109018019175759 
elect 	 10046.264963465923 0.6109018019175759 
foreseeable 	 5627.7921507576 0.935924593516155 
days' 	 12569.938631465095 0.6109018019175759 
soon 	 6732.6158796529435 0.6109018019175759 
practical 	 6248.757487995879 0.6109018019175759 
certification 	 5627.7921507576 0.935924593516155 
periodic 	 10786.470935884356 0.6109018019175759 
reports 	 3280.5094865339297 0.935924593516155 
intent 	 9003.003240303617 0.6109018019175759 
fitness 	 11255.5843015152 0.6109018019175759 
appropriate 	 6176.27382156057 0.6109018019175759 
situations 	 7219.535544722878 0.6109018019175759 
accrue 	 12569.938631465095 0.6109018019175759 
vacation 	 12569.938631465095 0.6109018019175759 
sick 	 10046.264963465923 0.6109018019175759 
stay 	 7820.62655681289 0.6109018019175759 
maintain 	 6479.329572304444 0.6109018019175759 
begins 	 8262.797267885184 0.6109018019175759 
level 	 3818.657768448369 0.6109018019175759 
manner 	 6323.342420370758 0.6109018019175759 
continued 	 5905.1812147729825 0.6109018019175759 
returns 	 8428.854882772153 0.6109018019175759 
restored 	 11255.5843015152 0.6109018019175759 
left 	 2801.062732014554 0.935924593516155 
equivalent 	 5627.7921507576 0.935924593516155 
interfering 	 11255.5843015152 0.6109018019175759 
employees' 	 6806.600177313701 0.935924593516155 
hotly 	 13613.200354627403 0.6109018019175759 
debated 	 12569.938631465095 0.6109018019175759 
increasing 	 6105.776260974551 0.6109018019175759 
searches 	 11829.732659046662 0.6109018019175759 
surveillance 	 10046.264963465923 0.6109018019175759 
eavesdropping 	 15396.668050208142 0.6109018019175759 
attempt 	 5331.032857241521 0.6109018019175759 
monitor 	 1652.5594535770367 1.3747880345118528 
evolving 	 8797.053353459607 0.6109018019175759 
unsettled 	 13613.200354627403 0.6109018019175759 
fair 	 3609.767772361439 0.935924593516155 
surrenders 	 13613.200354627403 0.6109018019175759 
door 	 10389.84123668882 0.6109018019175759 
citizens 	 6479.329572304444 0.6109018019175759 
court 	 4736.382399202727 0.6109018019175759 
violated 	 10786.470935884356 0.6109018019175759 
looks 	 4465.28979241514 0.6109018019175759 
expectation 	 2957.4331647616655 1.27513437583935 
items 	 4214.427441386077 0.935924593516155 
locked 	 11829.732659046662 0.6109018019175759 
desk 	 6806.600177313701 0.935924593516155 
drawer 	 13613.200354627403 0.6109018019175759 
similarly 	 9743.20921272205 0.6109018019175759 
expect 	 10389.84123668882 0.6109018019175759 
personal 	 3679.5428081199493 0.6109018019175759 
phone 	 324.535951254331 1.7756865376809157 
call 	 2430.9597458053377 0.935924593516155 
strong 	 6248.757487995879 0.6109018019175759 
guarantor 	 15396.668050208142 0.6109018019175759 
expand 	 8606.373541108082 0.6109018019175759 
search 	 1560.8482557289926 0.935924593516155 
reserves 	 11255.5843015152 0.6109018019175759 
calls 	 7563.1118179457735 0.6109018019175759 
offices 	 6037.15886123215 0.6109018019175759 
read 	 7013.585657878868 0.6109018019175759 
electronic 	 7219.535544722878 0.6109018019175759 
mail 	 4539.874724790018 0.6109018019175759 
film 	 3187.9576839294987 0.6109018019175759 
little 	 5970.323934716561 0.6109018019175759 
reporting 	 7219.535544722878 0.6109018019175759 
refusing 	 10786.470935884356 0.6109018019175759 
participate 	 7563.1118179457735 0.6109018019175759 
believes 	 8262.797267885184 0.6109018019175759 
faith 	 7563.1118179457735 0.6109018019175759 
suspected 	 9226.883513297935 0.6109018019175759 
governmental 	 6916.479793979001 0.6109018019175759 
enforcement 	 7219.535544722878 0.6109018019175759 
officer 	 7820.62655681289 0.6109018019175759 
treated 	 9472.116605934461 0.6109018019175759 
adversely 	 13613.200354627403 0.6109018019175759 
terminated 	 10786.470935884356 0.6109018019175759 
sue 	 9743.20921272205 0.6109018019175759 
retaliatory 	 12569.938631465095 0.6109018019175759 
inspect 	 5914.866329523331 0.935924593516155 
inspection 	 10046.264963465923 0.6109018019175759 
review 	 3471.510363493288 0.6109018019175759 
kept 	 8797.053353459607 0.6109018019175759 
regarding 	 4905.164207038725 0.6109018019175759 
disciplinary 	 11255.5843015152 0.6109018019175759 
obtain 	 6916.479793979001 0.6109018019175759 
final 	 6105.776260974551 0.6109018019175759 
score 	 11829.732659046662 0.6109018019175759 
reference 	 3088.136910780285 0.935924593516155 
letters 	 8797.053353459607 0.6109018019175759 
portions 	 11255.5843015152 0.6109018019175759 
exist 	 7563.1118179457735 0.6109018019175759 
empowered 	 12569.938631465095 0.6109018019175759 
negotiate 	 10389.84123668882 0.6109018019175759 
robert 	 5490.23827100816 0.6109018019175759 
coulson 	 15396.668050208142 0.6109018019175759 
harperbusiness 	 15396.668050208142 0.6109018019175759 
york 	 4253.691165651411 0.6109018019175759 
jefferson 	 9743.20921272205 0.6109018019175759 
street 	 422.3260208467816 1.702255973974094 
west 	 572.2492425643982 1.5573521321702217 
box 	 6645.387187191414 0.6109018019175759 
springfield 	 1591.9483034282619 1.3747880345118528 
center 	 1332.0588089280982 1.137689090403352 
randolph 	 2026.702528987874 1.27513437583935 
toll 	 4613.441756648967 0.935924593516155 
constitution 	 7013.585657878868 0.6109018019175759 
avenue 	 7959.7415171413095 0.6109018019175759 
washington 	 1812.0226163807126 1.137689090403352 
organization 	 3762.10604146096 0.6109018019175759 
nod 	 15396.668050208142 0.6109018019175759 
sixteenth 	 13613.200354627403 0.6109018019175759 
tdd 	 1674.3774939109871 1.4503528649578232 
pamphlets 	 3595.4903119614514 1.137689090403352 
filing 	 9003.003240303617 0.6109018019175759 
college 	 6479.329572304444 0.6109018019175759 
south 	 1144.4984851287963 1.27513437583935 
poster 	 11829.732659046662 0.6109018019175759 
building 	 2542.8998823024963 0.935924593516155 
lasalle 	 13613.200354627403 0.6109018019175759 
north 	 4539.874724790018 0.6109018019175759 
c1300 	 15396.668050208142 0.6109018019175759 
capitol 	 10389.84123668882 0.6109018019175759 
plaza 	 10786.470935884356 0.6109018019175759 
main 	 4616.686398974148 0.6109018019175759 
marion 	 11829.732659046662 0.6109018019175759 
claimant 	 13613.200354627403 0.6109018019175759 
publications 	 2388.77563874356 0.935924593516155 
summary 	 5280.08069720845 0.6109018019175759 
guide 	 2443.013810874146 1.137689090403352 
sixth 	 9472.116605934461 0.6109018019175759 
floor 	 4131.398633942592 0.935924593516155 
tty 	 12569.938631465095 0.6109018019175759 
public 	 2775.396045286062 0.6109018019175759 
hearing 	 7443.415817717195 0.6109018019175759 
appeal 	 6822.905845527342 0.6109018019175759 
stratton 	 13613.200354627403 0.6109018019175759 
eighth 	 13613.200354627403 0.6109018019175759 
secretary 	 3161.671210185379 0.935924593516155 
pamphlet 	 9472.116605934461 0.6109018019175759 
explanation 	 6732.6158796529435 0.6109018019175759 
state's 	 9743.20921272205 0.6109018019175759 
obtained 	 7959.7415171413095 0.6109018019175759 
bureau 	 8106.810115951496 0.6109018019175759 
region 	 2952.5906073864912 0.935924593516155 
dearborn 	 5914.866329523331 0.935924593516155 
know 	 2133.3846981849624 1.137689090403352 
booklets 	 10786.470935884356 0.6109018019175759 
questions 	 4154.078725810495 0.6109018019175759 
answers 	 7959.7415171413095 0.6109018019175759 
district 	 6479.329572304444 0.6109018019175759 
madison 	 9472.116605934461 0.6109018019175759 
technical 	 6561.018973067859 0.6109018019175759 
assistance 	 6248.757487995879 0.6109018019175759 
compliance 	 8606.373541108082 0.6109018019175759 
june 	 5383.0144231694985 0.6109018019175759 
handy 	 15396.668050208142 0.6109018019175759 
oct 	 9472.116605934461 0.6109018019175759 
division 	 6561.018973067859 0.6109018019175759 
administration 	 4392.8061259798305 0.6109018019175759 
regional 	 6323.342420370758 0.6109018019175759 
administrator 	 9003.003240303617 0.6109018019175759 
headquarters 	 9226.883513297935 0.6109018019175759 
relations 	 4577.993940515185 0.6109018019175759 
reached 	 3458.2398969895007 0.935924593516155 
logo 	 6400.154094554887 0.6109018019175759 
llalogo 	 7688.648910353722 0.6109018019175759 
home 	 1149.1069811694465 0.6109018019175759 
page 	 1263.0209564929098 0.6109018019175759 
index 	 1118.8952837727404 0.6109018019175759 
contents 	 6323.342420370758 0.6109018019175759 
copyright 	 2006.7588443595462 0.6109018019175759 
weblocator 	 3844.324455176861 0.935924593516155 
http 	 1128.9264855622266 0.6109018019175759 
www 	 1118.8952837727404 0.6109018019175759 
com 	 1241.9306744765581 0.6109018019175759 
american 	 2852.785337611578 0.6109018019175759 
research 	 2952.914703621988 0.6109018019175759 
corporation 	 5719.100152528605 0.6109018019175759 
common 	 4616.686398974148 0.6109018019175759 
credits 	 6822.905845527342 0.6109018019175759 
reserved 	 2852.785337611578 0.6109018019175759 
