term 	 tf-idf weight 	 BM25 ranking 
 law 	 86.73258089398448 1.8321117665383664 
chicago 	 3353.0539135095173 0.9127110706572422 
phone 	 3060.450960448926 0.9127110706572422 
publishes 	 5263.258908181914 0.9127110706572422 
free 	 1705.8096278605453 0.9127110706572422 
handbook 	 5651.054341846914 0.9127110706572422 
diseases 	 4415.894435280554 0.9127110706572422 
established 	 3235.7625773274963 0.9127110706572422 
commissions 	 5896.8238004051655 0.9127110706572422 
board 	 988.4194932815055 1.4315456495114312 
complaints 	 5896.8238004051655 0.9127110706572422 
commissioners 	 8066.3461063663335 0.9127110706572422 
arbitrators 	 7131.983706971527 0.9127110706572422 
chaired 	 5896.8238004051655 0.9127110706572422 
chairperson 	 6585.416741241721 0.9127110706572422 
logo 	 3353.0539135095173 0.9127110706572422 
llalogo 	 4028.099001615553 0.9127110706572422 
home 	 602.0195144253454 0.9127110706572422 
page 	 661.6992807432733 0.9127110706572422 
index 	 586.1915439275765 0.9127110706572422 
contents 	 3312.812119183747 0.9127110706572422 
copyright 	 1051.3450921868123 0.9127110706572422 
weblocator 	 2014.0495008077764 1.2534179306034532 
http 	 591.4469112078825 0.9127110706572422 
www 	 586.1915439275765 0.9127110706572422 
com 	 650.6500385520405 0.9127110706572422 
american 	 1494.5801146911804 0.9127110706572422 
research 	 1547.0380957957402 0.9127110706572422 
corporation 	 2996.2483504114102 0.9127110706572422 
common 	 2418.691514114711 0.9127110706572422 
credits 	 3574.534426650158 0.9127110706572422 
reserved 	 1494.5801146911804 0.9127110706572422 
