term 	 tf-idf weight 	 BM25 ranking 
 law 	 96.63362957694237 1.8147217801734616 
tactic 	 11752.450855269642 0.7310865153490248 
delay 	 6714.890317215184 0.7310865153490248 
frivolous 	 11752.450855269642 0.7310865153490248 
words 	 5279.427250437139 0.7310865153490248 
correctly 	 8591.51479524907 0.7310865153490248 
interpreted 	 7230.173732629337 0.7310865153490248 
convinces 	 11752.450855269642 0.7310865153490248 
court_ 	 3917.483618423214 1.266984363057594 
jury 	 3216.9201301524504 1.0707628795210014 
experienced 	 2382.826252819076 0.7310865153490248 
peers 	 7930.683322525007 0.7310865153490248 
swayed 	 10391.10979264991 0.7310865153490248 
emotion 	 9594.776320325474 0.7310865153490248 
mails 	 9594.776320325474 0.7310865153490248 
known 	 3584.4044795512464 0.7310865153490248 
address 	 4190.760965511087 0.7310865153490248 
rules 	 2278.607891135508 1.0707628795210014 
strict 	 6433.840260304901 0.7310865153490248 
court's 	 2410.0579108764455 1.266984363057594 
quicker 	 10391.10979264991 0.7310865153490248 
formal 	 6075.7607227615745 0.7310865153490248 
standard 	 4190.760965511087 0.7310865153490248 
final 	 2330.3040374181924 1.0707628795210014 
regarding 	 1248.0557718129362 1.266984363057594 
dollar 	 4714.419660141842 0.7310865153490248 
amounts 	 6307.086604790711 0.7310865153490248 
won 	 6075.7607227615745 0.7310865153490248 
wiped 	 11752.450855269642 0.7310865153490248 
attorney's 	 7437.101785381307 0.7310865153490248 
fees 	 6569.342259905275 0.7310865153490248 
trap 	 8233.435257705742 0.7310865153490248 
describes 	 3954.797537053275 0.7310865153490248 
ability 	 4190.760965511087 0.7310865153490248 
impose 	 8591.51479524907 0.7310865153490248 
fines 	 8233.435257705742 0.7310865153490248 
route 	 3615.0868663146684 1.0707628795210014 
require 	 5353.549254595452 0.7310865153490248 
unsuccessful 	 9029.768730030177 0.7310865153490248 
statistics 	 6188.0198475432335 0.7310865153490248 
rate 	 4232.999152565059 0.7310865153490248 
marginally 	 10391.10979264991 0.7310865153490248 
proper 	 5681.64347687391 0.7310865153490248 
denies 	 8591.51479524907 0.7310865153490248 
sue 	 2479.0339284604356 1.266984363057594 
sense 	 4714.419660141842 0.7310865153490248 
larger 	 6307.086604790711 0.7310865153490248 
monetary 	 7042.984539493643 0.7310865153490248 
months 	 4276.165725360734 0.7310865153490248 
rejects 	 8233.435257705742 0.7310865153490248 
follows 	 6075.7607227615745 0.7310865153490248 
lawsuits 	 7930.683322525007 0.7310865153490248 
refunds 	 10391.10979264991 0.7310865153490248 
litigated 	 11752.450855269642 0.7310865153490248 
shelter 	 7437.101785381307 0.7310865153490248 
abuse 	 5008.099985660814 0.7310865153490248 
assessed 	 4295.757397624535 1.0707628795210014 
fraudulently 	 11752.450855269642 0.7310865153490248 
preparing 	 6714.890317215184 0.7310865153490248 
else's 	 9594.776320325474 0.7310865153490248 
assesses 	 6714.890317215184 0.7310865153490248 
sales 	 5353.549254595452 0.7310865153490248 
excise 	 9594.776320325474 0.7310865153490248 
motor 	 5868.832670009604 0.7310865153490248 
fuel 	 6569.342259905275 0.7310865153490248 
property 	 1114.7488290655954 1.3947841908106253 
gambling 	 8591.51479524907 0.7310865153490248 
offers 	 4069.237672608763 0.7310865153490248 
free 	 621.3297680115191 1.3947841908106253 
season 	 6872.09419508601 0.7310865153490248 
january 	 4557.215782271016 0.7310865153490248 
nearest 	 8591.51479524907 0.7310865153490248 
shop 	 6188.0198475432335 0.7310865153490248 
box 	 2536.2495988425844 1.0707628795210014 
springfield 	 3037.8803613807872 1.0707628795210014 
relies 	 9029.768730030177 0.7310865153490248 
illinois' 	 7930.683322525007 0.7310865153490248 
elaborate 	 9594.776320325474 0.7310865153490248 
government's 	 5430.578735228496 0.7310865153490248 
hearing 	 5681.64347687391 0.7310865153490248 
review 	 2649.8431223866373 0.7310865153490248 
board 	 2160.1512071270886 1.0707628795210014 
specific 	 2118.4911904165665 0.7310865153490248 
contact 	 3170.855273024412 0.7310865153490248 
west 	 1747.2172753928924 1.0707628795210014 
randolph 	 6188.0198475432335 0.7310865153490248 
street 	 4190.760965511087 0.7310865153490248 
chicago 	 4885.310004549475 0.7310865153490248 
phone 	 1114.7488290655954 1.3947841908106253 
levied 	 8591.51479524907 0.7310865153490248 
collected 	 6569.342259905275 0.7310865153490248 
spent 	 6075.7607227615745 0.7310865153490248 
locally 	 7930.683322525007 0.7310865153490248 
discussed 	 3882.0484794730687 0.7310865153490248 
real 	 3918.086187817407 0.7310865153490248 
estate 	 5969.572700186753 0.7310865153490248 
c22 	 11752.450855269642 0.7310865153490248 
html 	 257.25080851543976 1.266984363057594 
direct 	 4365.453828047485 0.7310865153490248 
involvement 	 4660.608074836385 0.7310865153490248 
value 	 3711.158135065436 0.7310865153490248 
closely 	 5773.0087875808385 0.7310865153490248 
parallel 	 7668.427667410444 0.7310865153490248 
meetings 	 3037.8803613807872 1.0707628795210014 
deal 	 4365.453828047485 0.7310865153490248 
wins 	 8233.435257705742 0.7310865153490248 
able 	 4030.345312599066 0.7310865153490248 
damages 	 7437.101785381307 0.7310865153490248 
knowingly 	 4514.884365015088 1.0707628795210014 
recklessly 	 4514.884365015088 1.0707628795210014 
disregarded 	 11752.450855269642 0.7310865153490248 
release 	 4945.745542170979 0.7310865153490248 
lien 	 10391.10979264991 0.7310865153490248 
kansas 	 8591.51479524907 0.7310865153490248 
city 	 3272.9042002843285 0.7310865153490248 
publications 	 3646.758923041082 0.7310865153490248 
tdd 	 3834.213833705222 1.0707628795210014 
cope 	 7930.683322525007 0.7310865153490248 
randy 	 9594.776320325474 0.7310865153490248 
bruce 	 5510.753132466277 0.7310865153490248 
blaustein 	 11752.450855269642 0.7310865153490248 
retirement 	 6872.09419508601 0.7310865153490248 
living 	 4320.302414254177 0.7310865153490248 
publishing 	 3216.9201301524504 1.0707628795210014 
york 	 1623.445287473644 1.0707628795210014 
keys 	 10391.10979264991 0.7310865153490248 
surviving 	 6714.890317215184 0.7310865153490248 
larry 	 7042.984539493643 0.7310865153490248 
crumbley 	 11752.450855269642 0.7310865153490248 
jack 	 7930.683322525007 0.7310865153490248 
friedman 	 7930.683322525007 0.7310865153490248 
barron's 	 11752.450855269642 0.7310865153490248 
fraud 	 6433.840260304901 0.7310865153490248 
nutshell 	 11752.450855269642 0.7310865153490248 
patricia 	 9594.776320325474 0.7310865153490248 
morgan 	 7668.427667410444 0.7310865153490248 
paul 	 6075.7607227615745 0.7310865153490248 
bulletins 	 10391.10979264991 0.7310865153490248 
logo 	 4885.310004549475 0.7310865153490248 
llalogo 	 5868.832670009604 0.7310865153490248 
page 	 964.0781805488048 0.7310865153490248 
index 	 854.0654245354303 0.7310865153490248 
contents 	 4826.678784923502 0.7310865153490248 
copyright 	 1531.7817218508158 0.7310865153490248 
weblocator 	 2934.416335004802 1.0707628795210014 
http 	 861.7223543117813 0.7310865153490248 
www 	 854.0654245354303 0.7310865153490248 
com 	 947.979729759798 0.7310865153490248 
american 	 2177.56331250258 0.7310865153490248 
research 	 2253.993190016939 0.7310865153490248 
corporation 	 4365.453828047485 0.7310865153490248 
common 	 3523.9689419297424 0.7310865153490248 
credits 	 5208.001197285542 0.7310865153490248 
reserved 	 2177.56331250258 0.7310865153490248 
