term 	 tf-idf weight 	 BM25 ranking 
 law 	 79.2689463363419 1.8454426494534604 
walk 	 9949.696388340946 0.6294213829252128 
home 	 550.2136808397815 0.9575055364081447 
extra 	 8241.78173544124 0.6294213829252128 
dollars 	 8621.609010535605 0.6294213829252128 
drawer 	 13036.504342713533 0.6294213829252128 
constitute 	 9620.675036914121 0.6294213829252128 
broad 	 1590.9671617994215 1.2950177433257133 
encompass 	 11328.589689813827 0.6294213829252128 
convict 	 13036.504342713533 0.6294213829252128 
requires 	 2094.358174587279 1.1588556333940698 
statement 	 2797.0887116269114 0.9575055364081447 
willfully 	 3776.196563271276 1.1588556333940698 
material 	 1579.8291392089534 1.1588556333940698 
conceals 	 7372.209497806619 0.9575055364081447 
lying 	 10329.52366343531 0.6294213829252128 
relying 	 11328.589689813827 0.6294213829252128 
lie 	 10329.52366343531 0.6294213829252128 
complex 	 5594.177423253823 0.6294213829252128 
simple 	 6447.402070526566 0.6294213829252128 
anti 	 2391.170335834453 0.9575055364081447 
wire 	 2065.904732687062 1.3932385919925765 
devised 	 9949.696388340946 0.6294213829252128 
fraudulent 	 3009.359579083754 1.2950177433257133 
mails 	 12037.438316335016 0.6294213829252128 
furtherance 	 12037.438316335016 0.6294213829252128 
element 	 7763.38131585872 0.6294213829252128 
deliberately 	 10329.52366343531 0.6294213829252128 
encompasses 	 11328.589689813827 0.6294213829252128 
including 	 1081.6846739611035 0.9575055364081447 
frauds 	 13036.504342713533 0.6294213829252128 
based 	 3031.5727647271547 0.6294213829252128 
political 	 2333.367783266055 0.6294213829252128 
malfeasance 	 14744.418995613238 0.6294213829252128 
language 	 5310.6465946641065 0.6294213829252128 
relatively 	 7622.542984157088 0.6294213829252128 
easy 	 6813.108963137991 0.6294213829252128 
charges 	 2094.358174587279 1.1588556333940698 
brought 	 3223.701035263283 0.9575055364081447 
prosecutors 	 4974.848194170473 0.9575055364081447 
transmittal 	 14744.418995613238 0.6294213829252128 
communication 	 6055.466662959016 0.6294213829252128 
radio 	 5364.8026208191695 0.6294213829252128 
criminalizes 	 13036.504342713533 0.6294213829252128 
party 	 4496.931078215006 0.6294213829252128 
executes 	 14744.418995613238 0.6294213829252128 
execute 	 14744.418995613238 0.6294213829252128 
artifice 	 7372.209497806619 0.9575055364081447 
pretenses 	 14744.418995613238 0.6294213829252128 
representations 	 13036.504342713533 0.6294213829252128 
promises 	 8424.38377882801 0.6294213829252128 
aid 	 5534.801056163018 0.6294213829252128 
deceptive 	 4012.4794387783386 1.1588556333940698 
collections 	 13036.504342713533 0.6294213829252128 
practices 	 1770.2155315547022 1.1588556333940698 
sign 	 6623.47695777857 0.6294213829252128 
document 	 6533.867082541535 0.6294213829252128 
transferring 	 10778.763979375615 0.6294213829252128 
creating 	 6533.867082541535 0.6294213829252128 
obligation 	 8836.005043438052 0.6294213829252128 
manager 	 7489.321350947128 0.6294213829252128 
investment 	 5984.041372103322 0.6294213829252128 
issue 	 1748.9325259182444 0.9575055364081447 
check 	 2177.9556941805117 1.1588556333940698 
taxes 	 7362.934673576204 0.6294213829252128 
buy 	 7763.38131585872 0.6294213829252128 
misdemeanor 	 10778.763979375615 0.6294213829252128 
worth 	 7763.38131585872 0.6294213829252128 
transactions 	 8621.609010535605 0.6294213829252128 
day 	 3422.0436848816075 0.6294213829252128 
period 	 4739.48741762686 0.6294213829252128 
exceed 	 9070.849326475909 0.6294213829252128 
institutions 	 5476.8219105442995 0.6294213829252128 
personation 	 14744.418995613238 0.6294213829252128 
forgery 	 14744.418995613238 0.6294213829252128 
possessing 	 14744.418995613238 0.6294213829252128 
identification 	 7489.321350947128 0.6294213829252128 
automated 	 9620.675036914121 0.6294213829252128 
machine 	 7362.934673576204 0.6294213829252128 
category 	 7242.715709062722 0.6294213829252128 
interference 	 9330.457637056794 0.6294213829252128 
branches 	 9620.675036914121 0.6294213829252128 
assaulting 	 14744.418995613238 0.6294213829252128 
server 	 9620.675036914121 0.6294213829252128 
improperly 	 13036.504342713533 0.6294213829252128 
influencing 	 9330.457637056794 0.6294213829252128 
juror 	 6518.252171356767 0.9575055364081447 
stealing 	 13036.504342713533 0.6294213829252128 
altering 	 10329.52366343531 0.6294213829252128 
record 	 5594.177423253823 0.6294213829252128 
obstructing 	 14744.418995613238 0.6294213829252128 
investigation 	 2504.2772365143 0.9575055364081447 
picketing 	 14744.418995613238 0.6294213829252128 
parading 	 14744.418995613238 0.6294213829252128 
sound 	 6533.867082541535 0.6294213829252128 
amplification 	 14744.418995613238 0.6294213829252128 
devices 	 7912.760384014417 0.6294213829252128 
front 	 5984.041372103322 0.6294213829252128 
courthouse 	 12037.438316335016 0.6294213829252128 
residence 	 7242.715709062722 0.6294213829252128 
occupied 	 12037.438316335016 0.6294213829252128 
witness 	 9070.849326475909 0.6294213829252128 
oath 	 12037.438316335016 0.6294213829252128 
sworn 	 13036.504342713533 0.6294213829252128 
written 	 1356.59752918021 0.9575055364081447 
oral 	 8071.7833000973915 0.6294213829252128 
perjure 	 14744.418995613238 0.6294213829252128 
deposition 	 13036.504342713533 0.6294213829252128 
testimony 	 8424.38377882801 0.6294213829252128 
related 	 3916.496278500348 0.6294213829252128 
subornation 	 14744.418995613238 0.6294213829252128 
illegal 	 2238.823041976102 1.1588556333940698 
procure 	 14744.418995613238 0.6294213829252128 
rico 	 2945.3350144793512 1.1588556333940698 
established 	 2957.314165628691 0.9575055364081447 
fight 	 8241.78173544124 0.6294213829252128 
businesses 	 1782.0225976345869 1.2950177433257133 
engage 	 9070.849326475909 0.6294213829252128 
racketeering 	 7372.209497806619 0.9575055364081447 
auspices 	 11328.589689813827 0.6294213829252128 
enterprise 	 8241.78173544124 0.6294213829252128 
collection 	 7128.0903905383475 0.6294213829252128 
debt 	 7763.38131585872 0.6294213829252128 
listed 	 4418.002521719026 0.9575055364081447 
gambling 	 10778.763979375615 0.6294213829252128 
dealing 	 2480.809860310405 0.9575055364081447 
obscene 	 13036.504342713533 0.6294213829252128 
materials 	 2923.558629428934 0.9575055364081447 
narcotics 	 14744.418995613238 0.6294213829252128 
drugs 	 3881.69065792936 0.9575055364081447 
smuggling 	 11328.589689813827 0.6294213829252128 
extortion 	 6018.719158167508 0.9575055364081447 
examples 	 5984.041372103322 0.6294213829252128 
originally 	 8071.7833000973915 0.6294213829252128 
applied 	 5984.041372103322 0.6294213829252128 
increasing 	 5847.117258857868 0.6294213829252128 
prosecutions 	 4345.501447571178 1.1588556333940698 
acted 	 2265.7179379627655 1.3932385919925765 
worded 	 14744.418995613238 0.6294213829252128 
broadly 	 11328.589689813827 0.6294213829252128 
device 	 8071.7833000973915 0.6294213829252128 
sales 	 6716.469125928306 0.6294213829252128 
categories 	 8241.78173544124 0.6294213829252128 
sale 	 1872.330337736782 1.2950177433257133 
investors 	 8424.38377882801 0.6294213829252128 
actual 	 6204.84573111471 0.6294213829252128 
purposes 	 5984.041372103322 0.6294213829252128 
type 	 3027.733331479508 0.9575055364081447 
selling 	 6913.6943576359 0.6294213829252128 
dry 	 9620.675036914121 0.6294213829252128 
oil 	 6129.02436415983 0.6294213829252128 
stock 	 6623.47695777857 0.6294213829252128 
broker 	 10778.763979375615 0.6294213829252128 
involvement 	 5847.117258857868 0.6294213829252128 
brokerage 	 12037.438316335016 0.6294213829252128 
company 	 2287.5799354310657 0.9575055364081447 
publicized 	 10778.763979375615 0.6294213829252128 
surprisingly 	 10778.763979375615 0.6294213829252128 
insiders 	 14744.418995613238 0.6294213829252128 
corporation 	 2738.4109552721497 0.9575055364081447 
unfair 	 9620.675036914121 0.6294213829252128 
advantage 	 6363.868647197686 0.6294213829252128 
avoid 	 3358.234562964153 0.9575055364081447 
losing 	 7912.760384014417 0.6294213829252128 
engages 	 14744.418995613238 0.6294213829252128 
disclosing 	 14744.418995613238 0.6294213829252128 
confined 	 10778.763979375615 0.6294213829252128 
parties 	 5420.175737638641 0.6294213829252128 
failing 	 7763.38131585872 0.6294213829252128 
file 	 3456.84717881795 0.9575055364081447 
return 	 1870.2106956241714 0.9575055364081447 
filing 	 8621.609010535605 0.6294213829252128 
administration 	 4206.713678357677 0.6294213829252128 
internal 	 5476.8219105442995 0.6294213829252128 
revenue 	 8071.7833000973915 0.6294213829252128 
regard 	 5781.406698047423 0.6294213829252128 
trials 	 8836.005043438052 0.6294213829252128 
proves 	 10778.763979375615 0.6294213829252128 
punished 	 11328.589689813827 0.6294213829252128 
valid 	 7489.321350947128 0.6294213829252128 
defense 	 567.2438122486983 1.610374888623972 
self 	 1114.6821906475968 1.2950177433257133 
rule 	 5154.973781068653 0.6294213829252128 
deadly 	 5164.761831717655 0.9575055364081447 
believes 	 7912.760384014417 0.6294213829252128 
immediate 	 3621.357854531361 0.9575055364081447 
permissible 	 11328.589689813827 0.6294213829252128 
actor's 	 12037.438316335016 0.6294213829252128 
claims 	 1532.2560910399575 1.2950177433257133 
reason 	 5781.406698047423 0.6294213829252128 
intoxication 	 7372.209497806619 0.9575055364081447 
rare 	 11328.589689813827 0.6294213829252128 
intoxicated 	 6018.719158167508 0.9575055364081447 
intentional 	 10329.52366343531 0.6294213829252128 
claim 	 5984.041372103322 0.6294213829252128 
entrapment 	 14744.418995613238 0.6294213829252128 
argue 	 4535.4246632379545 0.9575055364081447 
induced 	 9620.675036914121 0.6294213829252128 
businessperson 	 12037.438316335016 0.6294213829252128 
discovered 	 8241.78173544124 0.6294213829252128 
immediately 	 6716.469125928306 0.6294213829252128 
resolve 	 8424.38377882801 0.6294213829252128 
situation 	 2391.170335834453 0.9575055364081447 
avoids 	 12037.438316335016 0.6294213829252128 
liability 	 3621.357854531361 0.9575055364081447 
altogether 	 14744.418995613238 0.6294213829252128 
proper 	 7128.0903905383475 0.6294213829252128 
correct 	 6813.108963137991 0.6294213829252128 
soon 	 6447.402070526566 0.6294213829252128 
managers 	 8241.78173544124 0.6294213829252128 
aware 	 7622.542984157088 0.6294213829252128 
strictest 	 14744.418995613238 0.6294213829252128 
punishments 	 11328.589689813827 0.6294213829252128 
lengthy 	 12037.438316335016 0.6294213829252128 
heavy 	 8621.609010535605 0.6294213829252128 
sentencing 	 6018.719158167508 0.9575055364081447 
guidelines 	 6913.6943576359 0.6294213829252128 
method 	 5310.6465946641065 0.6294213829252128 
calculating 	 9949.696388340946 0.6294213829252128 
paid 	 6533.867082541535 0.6294213829252128 
operating 	 6447.402070526566 0.6294213829252128 
primarily 	 6363.868647197686 0.6294213829252128 
equal 	 7242.715709062722 0.6294213829252128 
total 	 5655.020020676498 0.6294213829252128 
assets 	 7763.38131585872 0.6294213829252128 
allow 	 5984.041372103322 0.6294213829252128 
authorities 	 6363.868647197686 0.6294213829252128 
seize 	 10778.763979375615 0.6294213829252128 
connected 	 2690.594433365797 1.1588556333940698 
seized 	 12037.438316335016 0.6294213829252128 
forfeit 	 11328.589689813827 0.6294213829252128 
raw 	 10329.52366343531 0.6294213829252128 
vehicles 	 7242.715709062722 0.6294213829252128 
real 	 4915.562304878865 0.6294213829252128 
proceeds 	 9330.457637056794 0.6294213829252128 
bill 	 5534.801056163018 0.6294213829252128 
witnesses 	 8071.7833000973915 0.6294213829252128 
notified 	 11328.589689813827 0.6294213829252128 
status 	 4073.492045147718 0.6294213829252128 
indictment 	 12037.438316335016 0.6294213829252128 
hearings 	 9330.457637056794 0.6294213829252128 
defendant 	 9620.675036914121 0.6294213829252128 
released 	 7018.561247563812 0.6294213829252128 
custody 	 9949.696388340946 0.6294213829252128 
constitutional 	 6447.402070526566 0.6294213829252128 
amendment 	 6913.6943576359 0.6294213829252128 
treated 	 9070.849326475909 0.6294213829252128 
fairness 	 10329.52366343531 0.6294213829252128 
privacy 	 8071.7833000973915 0.6294213829252128 
proceedings 	 8241.78173544124 0.6294213829252128 
compensation 	 1034.673672723246 1.5254663193961024 
expenses 	 3564.0451952691737 0.9575055364081447 
losses 	 8071.7833000973915 0.6294213829252128 
support 	 1711.0218424408038 0.9575055364081447 
dependents 	 10329.52366343531 0.6294213829252128 
requirements 	 5420.175737638641 0.6294213829252128 
reimbursement 	 10778.763979375615 0.6294213829252128 
application 	 4241.175778583436 0.6294213829252128 
consideration 	 7242.715709062722 0.6294213829252128 
maximum 	 6913.6943576359 0.6294213829252128 
able 	 5056.400636580498 0.6294213829252128 
arranges 	 12037.438316335016 0.6294213829252128 
collect 	 7912.760384014417 0.6294213829252128 
sends 	 9620.675036914121 0.6294213829252128 
press 	 4009.488446650083 0.6294213829252128 
option 	 3311.738478889285 0.9575055364081447 
seek 	 7128.0903905383475 0.6294213829252128 
directly 	 5914.628331257382 0.6294213829252128 
suing 	 12037.438316335016 0.6294213829252128 
discussed 	 4870.3500272004285 0.6294213829252128 
fully 	 6363.868647197686 0.6294213829252128 
community 	 3797.7262996210975 0.6294213829252128 
stanley 	 12037.438316335016 0.6294213829252128 
arkin 	 14744.418995613238 0.6294213829252128 
matthew 	 10778.763979375615 0.6294213829252128 
bender 	 11328.589689813827 0.6294213829252128 
york 	 4073.492045147718 0.6294213829252128 
reparation 	 13036.504342713533 0.6294213829252128 
board 	 5420.175737638641 0.6294213829252128 
randolph 	 7763.38131585872 0.6294213829252128 
street 	 5257.655304999653 0.6294213829252128 
west 	 4384.056381433897 0.6294213829252128 
chicago 	 6129.02436415983 0.6294213829252128 
coalition 	 6716.469125928306 0.6294213829252128 
box 	 6363.868647197686 0.6294213829252128 
washington 	 2602.8898523680973 0.9575055364081447 
organization 	 3602.7319417644017 0.6294213829252128 
assistance 	 5984.041372103322 0.6294213829252128 
park 	 8424.38377882801 0.6294213829252128 
road 	 6533.867082541535 0.6294213829252128 
free 	 3118.037776742124 0.6294213829252128 
pamphlet 	 9070.849326475909 0.6294213829252128 
arrested 	 7622.542984157088 0.6294213829252128 
bar 	 2369.74370881343 0.9575055364081447 
association 	 4782.340671668906 0.6294213829252128 
center 	 3826.8864032633123 0.6294213829252128 
springfield 	 3811.271492078544 0.9575055364081447 
wish 	 7622.542984157088 0.6294213829252128 
capitol 	 9949.696388340946 0.6294213829252128 
logo 	 6129.02436415983 0.6294213829252128 
llalogo 	 7362.934673576204 0.6294213829252128 
page 	 1209.5155992221257 0.6294213829252128 
index 	 1071.4955224314158 0.6294213829252128 
contents 	 6055.466662959016 0.6294213829252128 
copyright 	 1921.7465186560132 0.6294213829252128 
weblocator 	 3681.467336788102 0.9575055364081447 
http 	 1081.1017724155952 0.6294213829252128 
www 	 1071.4955224314158 0.6294213829252128 
com 	 1189.3187648310297 0.6294213829252128 
american 	 2731.9327912455997 0.6294213829252128 
research 	 2827.820376884795 0.6294213829252128 
credits 	 6533.867082541535 0.6294213829252128 
reserved 	 2731.9327912455997 0.6294213829252128 
