term 	 tf-idf weight 	 BM25 ranking 
 law 	 93.90960252582416 1.8194731973139782 
deposit 	 771.7864978275095 1.7302295383235597 
moving 	 7507.558334756252 0.6283728021709025 
penalty 	 4428.760644742692 0.9562917431680902 
damage 	 2594.0952178261687 1.1576700396859483 
ordinary 	 10354.676724304065 0.6283728021709025 
wear 	 9644.102005348166 0.6283728021709025 
tear 	 12066.75026028713 0.6283728021709025 
debts 	 10354.676724304065 0.6283728021709025 
increase 	 5167.526476964113 0.6283728021709025 
proper 	 7145.447753502321 0.6283728021709025 
changes 	 4083.4112627901227 0.6283728021709025 
renewal 	 12066.75026028713 0.6283728021709025 
return 	 937.3823900551346 1.2939071326475873 
rents 	 14780.322613297361 0.6283728021709025 
percent 	 3414.849662936452 0.9562917431680902 
allowed 	 6070.212117495442 0.6283728021709025 
keep 	 1159.0969597546375 1.392210094398681 
timely 	 10354.676724304065 0.6283728021709025 
days 	 1739.4853721182901 1.1576700396859483 
plans 	 2143.269682717722 0.9562917431680902 
itemized 	 14780.322613297361 0.6283728021709025 
caused 	 6829.699325872904 0.6283728021709025 
waived 	 9644.102005348166 0.6283728021709025 
perform 	 3690.431948809501 0.9562917431680902 
writing 	 1756.819345691172 1.1576700396859483 
receives 	 7932.028469365101 0.6283728021709025 
compensation 	 7260.352192120506 0.6283728021709025 
routine 	 9092.937433602068 0.6283728021709025 
reduction 	 7380.863897619002 0.6283728021709025 
payment 	 2697.146205524967 1.1576700396859483 
agreed 	 6732.8241643843 0.6283728021709025 
responsibility 	 4469.586056655136 0.6283728021709025 
notify 	 2839.043885332808 1.2939071326475873 
opportunity 	 1910.441782452378 1.1576700396859483 
refuses 	 8857.521289485385 0.6283728021709025 
fire 	 3465.2648261689674 0.9562917431680902 
energy 	 5270.458037073516 0.6283728021709025 
inspectors 	 7390.161306648681 0.9562917431680902 
investigate 	 7641.1043712938335 0.6283728021709025 
believes 	 3966.0142346825505 0.9562917431680902 
summon 	 14780.322613297361 0.6283728021709025 
appear 	 7035.6518999523605 0.6283728021709025 
inspector's 	 7390.161306648681 0.9562917431680902 
convince 	 10805.010969585133 0.6283728021709025 
correct 	 6829.699325872904 0.6283728021709025 
calling 	 3820.5521856469168 0.9562917431680902 
step 	 2964.515417655384 0.9562917431680902 
described 	 3035.106058747721 0.9562917431680902 
sections 	 8444.897700367364 0.6283728021709025 
attempts 	 5167.526476964113 0.6283728021709025 
evict 	 13068.249077314296 0.6283728021709025 
retaliation 	 10354.676724304065 0.6283728021709025 
prevented 	 9973.924545130736 0.6283728021709025 
retaliating 	 14780.322613297361 0.6283728021709025 
elevated 	 14780.322613297361 0.6283728021709025 
blood 	 7641.1043712938335 0.6283728021709025 
level 	 3665.792727581606 0.6283728021709025 
serious 	 7932.028469365101 0.6283728021709025 
extreme 	 3966.0142346825505 0.9562917431680902 
circumstances 	 1774.5261213230986 1.1576700396859483 
constructive 	 3451.558908101355 1.1576700396859483 
uninhabitable 	 14780.322613297361 0.6283728021709025 
effect 	 3895.7260725546553 0.6283728021709025 
evicted 	 14780.322613297361 0.6283728021709025 
failing 	 2594.0952178261687 1.1576700396859483 
livable 	 6033.375130143565 0.9562917431680902 
withholding 	 4022.2500867623767 1.1576700396859483 
withheld 	 11356.175541331231 0.6283728021709025 
claiming 	 8857.521289485385 0.6283728021709025 
prepare 	 8857.521289485385 0.6283728021709025 
leave 	 2547.034790431278 1.1576700396859483 
recognizes 	 8857.521289485385 0.6283728021709025 
remedy 	 4822.051002674083 0.9562917431680902 
breach 	 3324.641515043579 1.1576700396859483 
heat 	 4222.448850183682 0.9562917431680902 
hot 	 8857.521289485385 0.6283728021709025 
electricity 	 4986.962272565368 0.9562917431680902 
shut 	 10805.010969585133 0.6283728021709025 
flooding 	 11356.175541331231 0.6283728021709025 
pipes 	 7390.161306648681 0.9562917431680902 
fixtures 	 12066.75026028713 0.6283728021709025 
plugged 	 13068.249077314296 0.6283728021709025 
locks 	 14780.322613297361 0.6283728021709025 
pests 	 14780.322613297361 0.6283728021709025 
hazard 	 13068.249077314296 0.6283728021709025 
drastic 	 10354.676724304065 0.6283728021709025 
strong 	 5998.612901418509 0.6283728021709025 
charged 	 3572.7238767511603 0.9562917431680902 
management 	 1372.042324287558 1.1576700396859483 
recklessly 	 11356.175541331231 0.6283728021709025 
intentionally 	 10354.676724304065 0.6283728021709025 
permitting 	 9644.102005348166 0.6283728021709025 
physical 	 4667.291544608772 0.6283728021709025 
condition 	 1953.7851230220422 1.1576700396859483 
endangers 	 13068.249077314296 0.6283728021709025 
safety 	 5607.799608537721 0.6283728021709025 
feels 	 9644.102005348166 0.6283728021709025 
contact 	 1993.8932088519086 0.9562917431680902 
general's 	 10354.676724304065 0.6283728021709025 
office 	 4051.123221318761 0.6283728021709025 
prosecuted 	 9644.102005348166 0.6283728021709025 
crime 	 5998.612901418509 0.6283728021709025 
suffered 	 8444.897700367364 0.6283728021709025 
landlord's 	 4022.2500867623767 1.1576700396859483 
gross 	 8642.603188321 0.6283728021709025 
bring 	 2964.515417655384 0.9562917431680902 
lawsuit 	 4822.051002674083 0.9562917431680902 
limited 	 5218.45611635487 0.6283728021709025 
lost 	 3231.550956615385 0.9562917431680902 
negligence 	 9973.924545130736 0.6283728021709025 
cost 	 5020.750628401235 0.6283728021709025 
replacing 	 9644.102005348166 0.6283728021709025 
chronically 	 11356.175541331231 0.6283728021709025 
renters 	 4356.083025771432 1.1576700396859483 
recover 	 2338.2944768192247 1.2939071326475873 
wages 	 7507.558334756252 0.6283728021709025 
medical 	 4708.805126850233 0.6283728021709025 
emotional 	 6219.954933382035 0.6283728021709025 
guidance 	 8261.851009147671 0.6283728021709025 
forcibly 	 14780.322613297361 0.6283728021709025 
legitimate 	 8444.897700367364 0.6283728021709025 
grounds 	 9644.102005348166 0.6283728021709025 
bringing 	 7932.028469365101 0.6283728021709025 
suit 	 8857.521289485385 0.6283728021709025 
refusal 	 8261.851009147671 0.6283728021709025 
expires 	 4926.774204432454 1.1576700396859483 
retaliatory 	 12066.75026028713 0.6283728021709025 
prohibits 	 5177.3383621520325 0.9562917431680902 
evicting 	 14780.322613297361 0.6283728021709025 
complaining 	 14780.322613297361 0.6283728021709025 
governmental 	 6639.605554266667 0.6283728021709025 
reason 	 1448.8711996932968 1.2939071326475873 
start 	 2664.293910554439 0.6283728021709025 
proceedings 	 8261.851009147671 0.6283728021709025 
owing 	 10805.010969585133 0.6283728021709025 
complaint 	 10354.676724304065 0.6283728021709025 
hearing 	 7145.447753502321 0.6283728021709025 
side 	 2716.687108759628 0.9562917431680902 
story 	 5668.790361635937 0.6283728021709025 
witnesses 	 8091.438616574901 0.6283728021709025 
assistance 	 2999.3064507092545 0.9562917431680902 
counsel 	 9092.937433602068 0.6283728021709025 
trial 	 6219.954933382035 0.6283728021709025 
jury 	 8091.438616574901 0.6283728021709025 
judge 	 1683.206041096075 1.2939071326475873 
deliver 	 9973.924545130736 0.6283728021709025 
opinion 	 6639.605554266667 0.6283728021709025 
move 	 6219.954933382035 0.6283728021709025 
immediately 	 6732.8241643843 0.6283728021709025 
weeks 	 6732.8241643843 0.6283728021709025 
vacate 	 14780.322613297361 0.6283728021709025 
refusing 	 10354.676724304065 0.6283728021709025 
sheriff 	 6534.124538657148 0.9562917431680902 
force 	 5433.374217519256 0.6283728021709025 
stored 	 10354.676724304065 0.6283728021709025 
site 	 4927.532018283602 0.6283728021709025 
warehouse 	 13068.249077314296 0.6283728021709025 
enjoy 	 8261.851009147671 0.6283728021709025 
specified 	 9092.937433602068 0.6283728021709025 
quiet 	 11356.175541331231 0.6283728021709025 
enjoyment 	 10805.010969585133 0.6283728021709025 
premises 	 4986.962272565368 0.9562917431680902 
interfere 	 10805.010969585133 0.6283728021709025 
illegally 	 10354.676724304065 0.6283728021709025 
unreasonably 	 13068.249077314296 0.6283728021709025 
life 	 3060.3402562401325 0.6283728021709025 
rented 	 6534.124538657148 0.9562917431680902 
consent 	 7932.028469365101 0.6283728021709025 
emergency 	 6930.529652337935 0.6283728021709025 
prospective 	 9353.177907276899 0.6283728021709025 
business 	 2244.643289669808 0.6283728021709025 
giving 	 5731.325347357134 0.6283728021709025 
fails 	 4045.7193082874505 0.9562917431680902 
permission 	 5861.355369066126 0.6283728021709025 
trespassing 	 14780.322613297361 0.6283728021709025 
sued 	 9644.102005348166 0.6283728021709025 
violated 	 10354.676724304065 0.6283728021709025 
illegal 	 3366.41208219215 0.9562917431680902 
lock 	 13068.249077314296 0.6283728021709025 
unlawfully 	 11356.175541331231 0.6283728021709025 
petition 	 9353.177907276899 0.6283728021709025 
enforcement 	 6930.529652337935 0.6283728021709025 
officers 	 6639.605554266667 0.6283728021709025 
regain 	 11356.175541331231 0.6283728021709025 
knew 	 9353.177907276899 0.6283728021709025 
lockout 	 14780.322613297361 0.6283728021709025 
subleasing 	 14780.322613297361 0.6283728021709025 
obligations 	 8857.521289485385 0.6283728021709025 
original 	 2023.4040391651474 1.1576700396859483 
sublet 	 14780.322613297361 0.6283728021709025 
prohibit 	 3117.7259690922997 1.1576700396859483 
doing 	 6143.9489364751535 0.6283728021709025 
leaves 	 7932.028469365101 0.6283728021709025 
breaches 	 12066.75026028713 0.6283728021709025 
hold 	 6298.374218219049 0.6283728021709025 
responsible 	 915.0263879223769 1.4664863967877866 
sue 	 9353.177907276899 0.6283728021709025 
bills 	 2644.009489788367 1.1576700396859483 
obtain 	 6639.605554266667 0.6283728021709025 
account 	 4751.028377247705 0.6283728021709025 
unlawful 	 9092.937433602068 0.6283728021709025 
units 	 7507.558334756252 0.6283728021709025 
bill 	 1849.4262187124805 1.1576700396859483 
deduct 	 10805.010969585133 0.6283728021709025 
provision 	 7932.028469365101 0.6283728021709025 
forbidden 	 10805.010969585133 0.6283728021709025 
shutting 	 6534.124538657148 0.9562917431680902 
emergencies 	 10354.676724304065 0.6283728021709025 
terminated 	 5177.3383621520325 0.9562917431680902 
failed 	 6463.10191323077 0.6283728021709025 
noted 	 5607.799608537721 0.6283728021709025 
service 	 624.9215933700898 1.4664863967877866 
building 	 4882.209645773157 0.6283728021709025 
abide 	 11356.175541331231 0.6283728021709025 
guidelines 	 6930.529652337935 0.6283728021709025 
prior 	 2897.7423993865937 0.9562917431680902 
terminating 	 12066.75026028713 0.6283728021709025 
exact 	 9353.177907276899 0.6283728021709025 
provided 	 5668.790361635937 0.6283728021709025 
policy 	 3926.0332012564363 0.6283728021709025 
residence 	 7260.352192120506 0.6283728021709025 
denied 	 7035.6518999523605 0.6283728021709025 
essential 	 6070.212117495442 0.6283728021709025 
winter 	 4822.051002674083 0.9562917431680902 
due 	 4751.028377247705 0.6283728021709025 
inability 	 7507.558334756252 0.6283728021709025 
dictates 	 13068.249077314296 0.6283728021709025 
faith 	 7260.352192120506 0.6283728021709025 
providing 	 5068.7133004682755 0.6283728021709025 
federal 	 2197.365921700837 0.9562917431680902 
discriminating 	 10805.010969585133 0.6283728021709025 
basis 	 2441.1048228865784 0.9562917431680902 
age 	 2396.9929908730105 0.9562917431680902 
ancestry 	 9644.102005348166 0.6283728021709025 
citizenship 	 8642.603188321 0.6283728021709025 
creed 	 13068.249077314296 0.6283728021709025 
disability 	 8091.438616574901 0.6283728021709025 
marital 	 10354.676724304065 0.6283728021709025 
national 	 2815.18050974464 0.6283728021709025 
origin 	 3630.176096060253 0.9562917431680902 
race 	 3149.1871091095245 0.9562917431680902 
religion 	 3147.7830160558947 0.6283728021709025 
reliance 	 9973.924545130736 0.6283728021709025 
sex 	 7145.447753502321 0.6283728021709025 
unfavorable 	 10354.676724304065 0.6283728021709025 
military 	 4469.586056655136 0.6283728021709025 
discharge 	 10354.676724304065 0.6283728021709025 
families 	 7380.863897619002 0.6283728021709025 
children 	 4667.291544608772 0.6283728021709025 
additional 	 6143.9489364751535 0.6283728021709025 
chicago 	 1535.9872341187884 1.2939071326475873 
city 	 4116.126972862674 0.6283728021709025 
ordinance 	 14780.322613297361 0.6283728021709025 
forbidding 	 12066.75026028713 0.6283728021709025 
sexual 	 6829.699325872904 0.6283728021709025 
orientation 	 7932.028469365101 0.6283728021709025 
examples 	 5998.612901418509 0.6283728021709025 
prohibited 	 9092.937433602068 0.6283728021709025 
actions 	 5323.578363969295 0.6283728021709025 
restrictive 	 10354.676724304065 0.6283728021709025 
ethnic 	 5668.790361635937 0.6283728021709025 
development 	 1437.1135731264594 0.9562917431680902 
charging 	 11356.175541331231 0.6283728021709025 
blind 	 10354.676724304065 0.6283728021709025 
extra 	 8261.851009147671 0.6283728021709025 
keeping 	 8261.851009147671 0.6283728021709025 
guide 	 7035.6518999523605 0.6283728021709025 
dog 	 5678.087770665616 0.9562917431680902 
causes 	 5433.374217519256 0.6283728021709025 
design 	 4626.464168789282 0.6283728021709025 
accessible 	 9973.924545130736 0.6283728021709025 
disabilities 	 8091.438616574901 0.6283728021709025 
depending 	 7145.447753502321 0.6283728021709025 
nature 	 4182.887793660834 0.6283728021709025 
agencies 	 5490.158327534261 0.6283728021709025 
enforcing 	 11356.175541331231 0.6283728021709025 
human 	 1268.9913365887596 1.1576700396859483 
instance 	 8091.438616574901 0.6283728021709025 
enforced 	 10354.676724304065 0.6283728021709025 
south 	 1464.9106144672248 1.1576700396859483 
springfield 	 1910.2760928234584 1.2939071326475873 
phone 	 801.1142297911028 1.5245854746436536 
tdd 	 1928.8204010696331 1.392210094398681 
randolph 	 3891.142826739253 0.9562917431680902 
west 	 1464.9106144672248 1.1576700396859483 
toll 	 8857.521289485385 0.6283728021709025 
free 	 781.4076002996193 1.2939071326475873 
publication 	 7932.028469365101 0.6283728021709025 
college 	 6219.954933382035 0.6283728021709025 
jefferson 	 9353.177907276899 0.6283728021709025 
michigan 	 7782.285653478506 0.6283728021709025 
avenue 	 7641.1043712938335 0.6283728021709025 
north 	 4358.138581512377 0.6283728021709025 
booklets 	 10354.676724304065 0.6283728021709025 
bridging 	 14780.322613297361 0.6283728021709025 
gap 	 9973.924545130736 0.6283728021709025 
homebuyer 	 14780.322613297361 0.6283728021709025 
program 	 2914.390632806216 0.6283728021709025 
bar 	 4751.028377247705 0.6283728021709025 
pamphlet 	 9092.937433602068 0.6283728021709025 
logo 	 6143.9489364751535 0.6283728021709025 
llalogo 	 7380.863897619002 0.6283728021709025 
page 	 1212.4608482462056 0.6283728021709025 
index 	 1074.1046836061676 0.6283728021709025 
contents 	 6070.212117495442 0.6283728021709025 
copyright 	 1926.4260962176754 0.6283728021709025 
weblocator 	 3690.431948809501 0.9562917431680902 
http 	 1083.7343254328412 0.6283728021709025 
www 	 1074.1046836061676 0.6283728021709025 
com 	 1192.2148332518843 0.6283728021709025 
american 	 2738.585224990516 0.6283728021709025 
research 	 2834.7063031272096 0.6283728021709025 
corporation 	 5490.158327534261 0.6283728021709025 
credits 	 6549.777473164607 0.6283728021709025 
reserved 	 2738.585224990516 0.6283728021709025 
