term 	 tf-idf weight 	 BM25 ranking 
 law 	 101.69738265431525 1.8059548913288364 
publishes 	 5696.65782421173 0.8736033634983804 
names 	 4596.904764544592 0.8736033634983804 
addresses 	 4155.876972481981 0.8736033634983804 
contacts 	 5371.091382844298 0.8736033634983804 
seeing 	 5232.0338305097885 0.8736033634983804 
documents 	 1814.579250671508 1.2160388933215038 
request 	 1988.5000922746344 1.2160388933215038 
obligated 	 6116.385967918878 0.8736033634983804 
describe 	 4434.626562918775 0.8736033634983804 
reasonably 	 4880.178389613949 0.8736033634983804 
pay 	 3176.6424609477144 0.8736033634983804 
photocopying 	 8730.56303352261 0.8736033634983804 
search 	 1770.1341664272059 0.8736033634983804 
fees 	 4880.178389613949 0.8736033634983804 
requested 	 5232.0338305097885 0.8736033634983804 
established 	 3502.208902315146 0.8736033634983804 
reading 	 4155.876972481981 0.8736033634983804 
east 	 2883.8639162684353 0.8736033634983804 
adams 	 5524.812375189067 0.8736033634983804 
street 	 1556.5988413138177 1.2160388933215038 
springfield 	 4513.510638752106 0.8736033634983804 
phone 	 1656.230694100513 1.2160388933215038 
tdd 	 5696.65782421173 0.8736033634983804 
press 	 2374.124855382496 0.8736033634983804 
specialist 	 5891.480126050909 0.8736033634983804 
region 	 3348.4879099703776 0.8736033634983804 
kluczynski 	 7719.261297085651 0.8736033634983804 
building 	 2883.8639162684353 0.8736033634983804 
south 	 2595.9165018311915 0.8736033634983804 
dearborn 	 6707.959560648691 0.8736033634983804 
chicago 	 3629.158501343016 0.8736033634983804 
fax 	 3462.2337989746875 0.8736033634983804 
purchasing 	 5371.091382844298 0.8736033634983804 
sales 	 3977.000184549269 0.8736033634983804 
publications 	 2709.073965741822 0.8736033634983804 
aspects 	 2756.9143172405657 0.8736033634983804 
sending 	 4880.178389613949 0.8736033634983804 
self 	 2640.1320067448764 0.8736033634983804 
addressed 	 4779.517790114486 0.8736033634983804 
stamped 	 6707.959560648691 0.8736033634983804 
envelope 	 6116.385967918878 0.8736033634983804 
box 	 3768.216053677526 0.8736033634983804 
fort 	 5891.480126050909 0.8736033634983804 
worth 	 4596.904764544592 0.8736033634983804 
texas 	 4988.301920986229 0.8736033634983804 
entrepreneur's 	 8730.56303352261 0.8736033634983804 
book 	 2355.5386167732267 0.8736033634983804 
growing 	 3052.3972185792068 0.8736033634983804 
charles 	 4685.35608777477 0.8736033634983804 
bevers 	 8730.56303352261 0.8736033634983804 
prentice 	 7719.261297085651 0.8736033634983804 
hall 	 4288.604796884137 0.8736033634983804 
york 	 2412.023090044854 0.8736033634983804 
getting 	 4093.7824950449585 0.8736033634983804 
started 	 4434.626562918775 0.8736033634983804 
contracting 	 7127.687704355839 0.8736033634983804 
maze 	 8730.56303352261 0.8736033634983804 
barry 	 3859.6306485428254 1.2160388933215038 
mcvay 	 4365.281516761305 1.2160388933215038 
panoptic 	 4365.281516761305 1.2160388933215038 
enterprises 	 2848.328912105865 1.2160388933215038 
woodbridge 	 4365.281516761305 1.2160388933215038 
proposals 	 5232.0338305097885 0.8736033634983804 
win 	 4359.789646407338 0.8736033634983804 
plan 	 2640.1320067448764 0.8736033634983804 
price 	 1674.4277312804043 0.8736033634983804 
write 	 2965.6984481123086 0.8736033634983804 
negotiate 	 5891.480126050909 0.8736033634983804 
fair 	 4093.7824950449585 0.8736033634983804 
share 	 3585.6030281076314 0.8736033634983804 
logo 	 3629.158501343016 0.8736033634983804 
llalogo 	 4359.789646407338 0.8736033634983804 
home 	 651.592337942566 0.8736033634983804 
page 	 716.1863876887506 0.8736033634983804 
index 	 634.4610256604852 0.8736033634983804 
contents 	 3585.6030281076314 0.8736033634983804 
copyright 	 1137.9172770775663 0.8736033634983804 
weblocator 	 2179.894823203669 1.2160388933215038 
http 	 640.1491420269292 0.8736033634983804 
www 	 634.4610256604852 0.8736033634983804 
com 	 704.227304337854 0.8736033634983804 
american 	 1617.6501389721307 0.8736033634983804 
research 	 1674.4277312804043 0.8736033634983804 
corporation 	 3242.972064725703 0.8736033634983804 
common 	 2617.856764906056 0.8736033634983804 
rights 	 1344.2368803362663 0.8736033634983804 
