term 	 tf-idf weight 	 BM25 ranking 
 law 	 71.89914339131334 1.8587976705549083 
sound 	 5470.522642566229 0.7084300223695653 
mind 	 4004.0457815149966 0.7084300223695653 
donor 	 3086.2151367644187 1.3738282852261774 
wish 	 1595.5059026294716 1.3738282852261774 
effective 	 1438.6784240184836 1.2440018258172214 
immediately 	 1874.4691297064521 1.2440018258172214 
death 	 1866.5498046314872 1.0462592963723987 
provisions 	 6625.010013077005 0.7084300223695653 
terms 	 3701.602814257158 0.7084300223695653 
common 	 1850.801407128579 1.0462592963723987 
recording 	 8054.972646572172 0.7084300223695653 
card 	 6625.010013077005 0.7084300223695653 
carried 	 6382.0236105178865 0.7084300223695653 
wallet 	 12344.860547057675 0.7084300223695653 
signed 	 4491.715830661504 0.7084300223695653 
witnessed 	 4165.223954778281 1.0462592963723987 
orally 	 5457.448956781253 1.0462592963723987 
oral 	 6758.152982183814 0.7084300223695653 
dying 	 3905.993122006527 1.0462592963723987 
communicate 	 3699.001299637318 1.0462592963723987 
attending 	 3905.993122006527 1.0462592963723987 
witnesses 	 6758.152982183814 0.7084300223695653 
removes 	 10078.423395535363 0.7084300223695653 
transplants 	 12344.860547057675 0.7084300223695653 
organ 	 9484.93528006734 0.7084300223695653 
revoked 	 10078.423395535363 0.7084300223695653 
family 	 587.0163905879253 1.533910142610768 
statutorily 	 10914.897913562507 0.7084300223695653 
prescribed 	 10078.423395535363 0.7084300223695653 
categories 	 6900.485276061396 0.7084300223695653 
authorized 	 8330.447909556562 0.7084300223695653 
spouse 	 7398.002599274636 0.7084300223695653 
adult 	 1325.0020026154011 1.4656000125278899 
child 	 320.83684504725034 1.7695598243782453 
sibling 	 12344.860547057675 0.7084300223695653 
exact 	 7811.986244013054 0.7084300223695653 
method 	 4446.3733461006705 0.7084300223695653 
authorization 	 7811.986244013054 0.7084300223695653 
object 	 9024.590133706126 0.7084300223695653 
forbids 	 9484.93528006734 0.7084300223695653 
sale 	 6270.482933037308 0.7084300223695653 
actual 	 2597.523689790919 1.0462592963723987 
transportation 	 5328.190348688647 0.7084300223695653 
society 	 3131.692098273267 0.7084300223695653 
virtue 	 8330.447909556562 0.7084300223695653 
professions 	 8330.447909556562 0.7084300223695653 
positions 	 5260.544944204817 0.7084300223695653 
mandatory 	 2252.717660727938 1.2440018258172214 
reporters 	 3609.2490642725147 1.0462592963723987 
include 	 1174.0327811758507 1.2440018258172214 
teachers 	 6382.0236105178865 0.7084300223695653 
enforcement 	 5788.535495049862 0.7084300223695653 
officials 	 4840.52029954214 0.7084300223695653 
workers 	 1238.0152442556798 1.3738282852261774 
virtually 	 7218.498128545029 0.7084300223695653 
directly 	 4952.060977022719 0.7084300223695653 
protection 	 1384.7161097998821 1.2440018258172214 
supervision 	 7594.627500210958 0.7084300223695653 
instances 	 7398.002599274636 0.7084300223695653 
suspected 	 1479.6005198549271 1.4656000125278899 
obligated 	 8648.460762040197 0.7084300223695653 
neglect 	 1053.88169778526 1.663102692036599 
dcfs 	 3638.2993045208354 1.2440018258172214 
reporter 	 1175.5616704357537 1.533910142610768 
class 	 4193.444755624189 0.7084300223695653 
misdemeanor 	 9024.590133706126 0.7084300223695653 
disciplinary 	 9024.590133706126 0.7084300223695653 
board 	 4538.0773322843015 0.7084300223695653 
faith 	 6064.010758034252 0.7084300223695653 
immune 	 9024.590133706126 0.7084300223695653 
civil 	 3522.098343527552 0.7084300223695653 
criminal 	 5069.978784774533 0.7084300223695653 
liability 	 6064.010758034252 0.7084300223695653 
investigation 	 4193.444755624189 0.7084300223695653 
sued 	 8054.972646572172 0.7084300223695653 
alleged 	 3379.076491091907 1.0462592963723987 
honest 	 8648.460762040197 0.7084300223695653 
belief 	 5704.319720354576 0.7084300223695653 
knowledge 	 4491.715830661504 0.7084300223695653 
events 	 1898.7868032559709 1.0462592963723987 
contradicting 	 10078.423395535363 0.7084300223695653 
protective 	 7811.986244013054 0.7084300223695653 
request 	 5623.407389119357 0.7084300223695653 
expedite 	 10914.897913562507 0.7084300223695653 
attention 	 4402.006044729823 0.7084300223695653 
abusive 	 9024.590133706126 0.7084300223695653 
neglected 	 9484.93528006734 0.7084300223695653 
following 	 3038.9573851134123 0.7084300223695653 
items 	 6758.152982183814 0.7084300223695653 
ready 	 5876.335979595838 0.7084300223695653 
addresses 	 2938.167989797919 1.0462592963723987 
race 	 5260.544944204817 0.7084300223695653 
sex 	 5968.039965779469 0.7084300223695653 
surrounding 	 5131.565447752325 0.7084300223695653 
extent 	 4840.52029954214 0.7084300223695653 
injuries 	 7594.627500210958 0.7084300223695653 
abuser 	 10078.423395535363 0.7084300223695653 
victim 	 5968.039965779469 0.7084300223695653 
name 	 2020.2800045355305 1.0462592963723987 
occupation 	 7053.370022614523 0.7084300223695653 
regarding 	 3932.9008002801747 0.7084300223695653 
helpful 	 7398.002599274636 0.7084300223695653 
kept 	 7053.370022614523 0.7084300223695653 
released 	 5876.335979595838 0.7084300223695653 
domestic 	 4491.715830661504 0.7084300223695653 
violence 	 5010.177496205013 0.7084300223695653 
assist 	 6164.664866715791 0.7084300223695653 
victims 	 2938.167989797919 1.0462592963723987 
offering 	 5876.335979595838 0.7084300223695653 
immediate 	 6064.010758034252 0.7084300223695653 
battered 	 9484.93528006734 0.7084300223695653 
women 	 4233.50426674739 0.7084300223695653 
abused 	 9484.93528006734 0.7084300223695653 
adults 	 1624.985354567425 1.3738282852261774 
disability 	 3379.076491091907 1.0462592963723987 
prevents 	 9024.590133706126 0.7084300223695653 
protect 	 2317.024062269543 1.0462592963723987 
definition 	 4358.572861554695 0.7084300223695653 
liable 	 7811.986244013054 0.7084300223695653 
abusing 	 10914.897913562507 0.7084300223695653 
responsibility 	 3733.0996092629744 0.7084300223695653 
sexual 	 5704.319720354576 0.7084300223695653 
exploitation 	 4165.223954778281 1.0462592963723987 
food 	 4446.3733461006705 0.7084300223695653 
shelter 	 7811.986244013054 0.7084300223695653 
clothing 	 7594.627500210958 0.7084300223695653 
hygiene 	 9484.93528006734 0.7084300223695653 
unreasonable 	 9024.590133706126 0.7084300223695653 
confinement 	 8330.447909556562 0.7084300223695653 
hazards 	 8054.972646572172 0.7084300223695653 
safety 	 4683.761373446687 0.7084300223695653 
suspect 	 8648.460762040197 0.7084300223695653 
incidence 	 7053.370022614523 0.7084300223695653 
aging 	 8054.972646572172 0.7084300223695653 
business 	 937.3884831151446 1.0462592963723987 
manager 	 6270.482933037308 0.7084300223695653 
understanding 	 2534.9893923872664 1.0462592963723987 
complexities 	 9484.93528006734 0.7084300223695653 
regulations 	 5328.190348688647 0.7084300223695653 
rise 	 4734.702233220623 0.7084300223695653 
owners 	 6382.0236105178865 0.7084300223695653 
found 	 3864.127765268133 0.7084300223695653 
impossible 	 6900.485276061396 0.7084300223695653 
continue 	 4786.932871092214 0.7084300223695653 
employees 	 5131.565447752325 0.7084300223695653 
prohibitively 	 10078.423395535363 0.7084300223695653 
expensive 	 6900.485276061396 0.7084300223695653 
leaving 	 6499.9414182697 0.7084300223695653 
americans 	 5623.407389119357 0.7084300223695653 
uninsured 	 10914.897913562507 0.7084300223695653 
major 	 2763.482122129022 0.7084300223695653 
reason 	 4840.52029954214 0.7084300223695653 
strikes 	 9024.590133706126 0.7084300223695653 
labor 	 4446.3733461006705 0.7084300223695653 
increasingly 	 5876.335979595838 0.7084300223695653 
pushing 	 9484.93528006734 0.7084300223695653 
reform 	 4193.444755624189 0.7084300223695653 
politicians 	 7053.370022614523 0.7084300223695653 
reforms 	 5968.039965779469 0.7084300223695653 
progress 	 5195.047379581838 0.7084300223695653 
shape 	 7053.370022614523 0.7084300223695653 
eventually 	 6625.010013077005 0.7084300223695653 
assume 	 7594.627500210958 0.7084300223695653 
tremendous 	 7398.002599274636 0.7084300223695653 
effect 	 3253.79873995152 0.7084300223695653 
employers 	 6499.9414182697 0.7084300223695653 
seek 	 5968.039965779469 0.7084300223695653 
attorney's 	 7811.986244013054 0.7084300223695653 
track 	 6900.485276061396 0.7084300223695653 
changes 	 3410.5576660469733 0.7084300223695653 
bennett 	 8648.460762040197 0.7084300223695653 
yankowitz 	 12344.860547057675 0.7084300223695653 
richard 	 5788.535495049862 0.7084300223695653 
feinstein 	 12344.860547057675 0.7084300223695653 
practicing 	 8054.972646572172 0.7084300223695653 
institute 	 4233.50426674739 0.7084300223695653 
york 	 3410.5576660469733 0.7084300223695653 
guide 	 2938.167989797919 1.0462592963723987 
clare 	 12344.860547057675 0.7084300223695653 
obade 	 12344.860547057675 0.7084300223695653 
clark 	 7594.627500210958 0.7084300223695653 
boardman 	 12344.860547057675 0.7084300223695653 
callaghan 	 12344.860547057675 0.7084300223695653 
deerfield 	 12344.860547057675 0.7084300223695653 
consumer 	 1650.6869923409063 1.2440018258172214 
fraud 	 6758.152982183814 0.7084300223695653 
bureau 	 3249.97070913485 1.0462592963723987 
office 	 3383.5899617735236 0.7084300223695653 
attorney 	 5788.535495049862 0.7084300223695653 
south 	 1835.2898366270554 1.0462592963723987 
street 	 1100.5015111824557 1.3738282852261774 
springfield 	 1276.4047221035773 1.4656000125278899 
phone 	 669.1087676352411 1.5867359669352845 
tdd 	 4027.486323286086 1.0462592963723987 
west 	 1835.2898366270554 1.0462592963723987 
randolph 	 6499.9414182697 0.7084300223695653 
chicago 	 2565.7827238761624 1.0462592963723987 
toll 	 1849.500649818659 1.3738282852261774 
line 	 3356.970237597046 0.7084300223695653 
call 	 974.55692879837 1.3738282852261774 
write 	 4193.444755624189 0.7084300223695653 
publication 	 6625.010013077005 0.7084300223695653 
july 	 4786.932871092214 0.7084300223695653 
division 	 2630.2724721024083 1.0462592963723987 
east 	 2038.866092961543 1.0462592963723987 
monroe 	 8648.460762040197 0.7084300223695653 
brochure 	 4324.230381020098 1.0462592963723987 
prescott 	 9484.93528006734 0.7084300223695653 
bloom 	 9024.590133706126 0.7084300223695653 
building 	 4077.732185923086 0.7084300223695653 
grand 	 6900.485276061396 0.7084300223695653 
avenue 	 6382.0236105178865 0.7084300223695653 
contact 	 3330.6896274182086 0.7084300223695653 
jefferson 	 7811.986244013054 0.7084300223695653 
bar 	 1984.0833081502055 1.0462592963723987 
association 	 4004.0457815149966 0.7084300223695653 
isba 	 10078.423395535363 0.7084300223695653 
decides 	 7218.498128545029 0.7084300223695653 
practical 	 5010.177496205013 0.7084300223695653 
michael 	 5704.319720354576 0.7084300223695653 
macdonald 	 10914.897913562507 0.7084300223695653 
matthew 	 9024.590133706126 0.7084300223695653 
bender 	 9484.93528006734 0.7084300223695653 
pamphlet 	 7594.627500210958 0.7084300223695653 
obtained 	 6382.0236105178865 0.7084300223695653 
calling 	 6382.0236105178865 0.7084300223695653 
logo 	 5131.565447752325 0.7084300223695653 
llalogo 	 6164.664866715791 0.7084300223695653 
page 	 1012.6747894461223 0.7084300223695653 
index 	 897.1165839188354 0.7084300223695653 
contents 	 5069.978784774533 0.7084300223695653 
copyright 	 1608.9947516182447 0.7084300223695653 
weblocator 	 3082.3324333578953 1.0462592963723987 
http 	 905.1594790963364 0.7084300223695653 
www 	 897.1165839188354 0.7084300223695653 
com 	 995.7648587039018 0.7084300223695653 
american 	 2287.328469293698 0.7084300223695653 
corporation 	 4585.5047083818545 0.7084300223695653 
credits 	 5470.522642566229 0.7084300223695653 
reserved 	 2287.328469293698 0.7084300223695653 
